Stop ID,Direction,Stop Name
2698,WB,University at University Bay
9148,WB,Blue Aster at Grand
9726,WB,Blue Aster at Legacy
9953,EB,Blue Aster at Legacy
9894,SB,Hoepker at Legacy
9580,WB,Hoepker at Merchant
9418,SB,Hoepker at Prairie Lakes
9639,NB,Hoepker at Prairie Lakes
9227,NB,Legacy at Hoepker
9258,WB,Main at Grand
9242,WB,Main at Highway Ramp
9871,EB,Main at Highway Ramp
9504,WB,Main at Thompson
5982,WB,Wheeler at Ilene
